   4.6209369e-01   1.6934723e+00
   1.2884673e+00   4.5730300e-01
  -9.5610289e-01   1.0671178e+00
   1.1957324e+00  -1.2757434e-01
  -4.0557261e-01   1.8804521e-01
  -6.0337833e-01  -4.5326109e-01
   1.8336132e+00  -6.2009069e-01
  -9.6526722e-01  -1.9253530e+00
  -3.9695899e-01  -1.4254667e+00
   8.9831653e-02   2.6799316e-01
   2.6396035e-01  -3.6261566e-01
   2.9216726e-01  -9.8407685e-01
   7.8175382e-01   1.3649983e+00
   4.0401121e-01   8.6695189e-01
  -3.2542824e-01  -4.2894586e-01
  -3.7386104e-01   9.7178254e-01
  -2.9427366e-01  -1.1434523e+00
  -1.7178946e+00   2.0476526e+00
  -5.3933650e-02   7.8049361e-03
   2.1786042e-01   7.4675984e-01
   2.1732321e+00   5.3959562e-01
   5.7241676e-01  -6.9179596e-01
   8.1501481e-01   1.0840637e+00
  -1.0788515e+00   6.2937400e-01
  -5.7989698e-01  -7.5605884e-01
  -1.8757158e+00   2.3882801e-01
   9.1749013e-01  -1.2032749e+00
  -5.4693864e-01  -3.0822508e-01
  -6.0510532e-01  -1.5379133e+00
   2.5266139e-02  -6.2026142e-01
   2.6149055e-01  -2.1483935e-01
   7.4348817e-01   1.0819782e+00
  -1.6200491e-01  -1.7100601e-01
   4.3570628e-01  -8.1029003e-01
   8.6126752e-01  -5.7127430e-03
   6.4075378e-02  -1.1629356e+00
  -1.7272590e+00  -6.4705660e-01
   7.1604165e-01   1.5722858e+00
   3.6631599e-02   1.3020434e-01
  -1.8487394e-01  -8.0425007e-01
  -8.1474354e-01  -1.0243490e-01
   9.8997016e-01  -6.6758608e-01
  -1.7816919e+00  -7.0566868e-01
  -4.4030414e-02  -2.2010195e-01
   8.9020583e-01  -4.5064558e-01
  -4.5613525e-01   1.4084871e-01
  -1.9037042e+00   1.5813511e+00
  -3.9210684e-01  -2.9706124e-01
  -1.1070033e+00  -3.5125292e-01
   1.7574824e+00   8.7254472e-01
  -7.1920575e-01   8.2121764e-01
  -2.1993071e-01   5.9727812e-01
   5.7501254e-01   3.9642789e-02
   1.7014612e-01  -1.1265026e+00
  -4.9577768e-01   6.8242291e-01
   1.2026867e+00  -2.7189082e-01
  -1.1205817e-01   1.6403998e-01
   5.6281689e-01  -4.7332731e-01
  -3.0658093e-02   4.5177341e-01
  -1.3228499e+00  -2.7107661e-01
  -1.0829926e+00  -5.7116194e-01
   1.5751514e-01  -1.4166111e+00
  -1.4663959e+00  -1.0569429e+00
   6.7355219e-01   1.7666526e+00
   3.6252975e-01   2.1077787e+00
   6.0653550e-01  -1.0225238e+00
   7.4193651e-02  -1.1209657e-01
