  -8.2559171e-01  -1.8012455e+00
  -2.1325882e+00  -3.2271972e+00
  -2.6492434e+00  -2.9265010e+00
  -1.9307183e+00  -3.1046448e-01
  -3.9277534e+00  -3.2675125e+00
  -2.3013265e+00  -1.5392276e+00
  -4.5753825e+00  -2.8740319e+00
   7.5345847e-02  -3.7428325e+00
  -2.6563629e+00  -3.8010139e-01
  -9.6321603e-01  -7.7331404e-01
   7.6847497e-01  -9.9713021e-01
  -3.2156030e+00  -1.7587102e+00
  -2.4738037e+00  -2.0813785e+00
  -2.8326909e+00  -1.9848115e+00
  -2.4408112e+00  -8.8249707e-01
  -6.3323572e-01  -2.0027611e+00
  -4.6912741e+00  -3.0591681e+00
  -4.3272606e-01  -3.1294068e+00
  -9.8811886e-01   7.1552184e-02
  -1.7361892e+00  -1.8368113e+00
  -1.1137148e+00  -4.2958198e+00
  -2.5015849e+00  -2.7241345e+00
  -9.4898291e-02  -2.4890765e+00
  -1.8327576e+00  -1.2481270e+00
  -2.8239835e+00   1.1556048e-01
  -2.5218634e+00  -7.8310396e-02
   3.3330970e-02  -2.0902744e+00
  -1.9046561e+00  -2.3494666e+00
  -2.3224505e+00  -1.3136768e+00
  -1.3120379e+00  -1.0305187e+00
  -2.1211072e+00  -1.4261611e+00
  -1.4732289e+00  -1.9108529e+00
  -2.2174921e+00  -3.0057364e+00
  -1.2712926e+00  -3.1244572e+00
  -8.0005017e-02  -2.0820466e+00
  -2.5836002e+00  -2.9692950e+00
  -1.0613414e+00  -3.5673626e+00
  -2.5872770e+00  -1.7235077e+00
  -2.4896941e+00  -4.2650801e+00
  -2.0865474e+00  -1.9314824e+00
  -2.3831018e+00  -6.7267816e-01
  -2.8244263e+00  -2.0475221e+00
  -3.9962082e+00  -3.0699758e+00
  -3.5081779e+00  -2.8342550e+00
  -1.2145650e+00  -2.0516123e+00
   9.6594800e-02  -2.4611944e+00
  -3.7535294e+00  -3.4277776e+00
  -2.6848101e+00  -8.5029099e-01
  -8.8927801e-01  -5.9266669e-01
  -2.1343806e+00  -2.2845891e+00
  -3.0903224e-01  -9.1417454e-01
  -3.0668924e+00  -2.2909933e+00
  -2.5794070e+00   1.2241527e-01
  -4.5046092e+00  -3.4687759e+00
  -3.4247117e+00  -3.5506843e+00
  -3.1914363e-01  -7.1513766e-01
  -1.5736118e+00  -9.2076109e-01
  -2.6719121e+00  -1.8876353e+00
  -1.5672748e+00  -8.1797235e-01
  -2.8905461e+00   4.4569668e-01
  -1.2451051e+00  -2.7608385e+00
  -4.5601454e+00  -3.2050048e+00
  -4.4999484e-01   1.2746671e+00
  -1.8073702e+00  -2.7384752e+00
  -1.1735587e+00  -5.3264014e+00
  -2.9212358e+00  -1.3368680e+00
  -3.7616190e+00  -3.5330080e+00
  -3.8115935e+00  -2.3950305e+00
  -4.7369164e+00  -3.0524278e+00
  -1.8074707e+00  -2.4058065e+00
  -4.1259542e+00  -8.4141022e-01
  -3.2613425e-01  -1.1238370e+00
  -2.8193545e+00  -2.8028255e+00
  -2.2127938e-01  -3.6903179e+00
  -2.0771699e+00   9.8252501e-01
  -3.4515033e+00  -1.5713099e+00
  -1.8460897e+00  -4.1163557e+00
   2.3814150e-01  -1.1791374e+00
  -2.5601349e+00  -1.8725763e+00
  -2.4411990e+00  -2.3535290e+00
  -1.4386440e+00  -1.2190015e+00
  -1.3023338e+00  -2.8344788e+00
  -2.6087373e+00  -2.2592672e+00
  -1.1467457e+00  -4.2822087e+00
  -3.0124635e+00  -1.8066970e+00
  -2.2106039e+00  -2.2098809e+00
  -3.8270438e-01  -5.7057260e+00
  -6.6909817e-01  -5.6093997e+00
   1.0512163e-01  -9.6367245e-01
  -1.1238941e+00  -3.0874006e+00
  -8.9596083e-01  -2.2379173e+00
  -2.9343433e+00  -3.6415135e+00
  -1.4094877e+00  -2.1691628e+00
  -1.1768312e+00  -3.4154233e+00
  -2.2211403e+00   9.1279180e-02
   2.0578808e-01  -9.6705015e-01
  -1.7364599e-02  -5.0562763e+00
  -2.5131863e+00   6.2749775e-02
  -3.5898178e+00  -2.2240097e+00
  -4.2187917e+00  -1.5618697e+00
